,название,цена,год,модель,пробег,тип двигателя,объем двигателя,коробка передач,кузов,привод,л.с,состаяние
5275,chevrolet,470000,2014,cruze,83000,бензин,1.6,at,седан,передний,109,не битый
5276,ваз,35000,1998,21099,999999,бензин,1.5,mt,седан,передний,70,не битый
5277,skoda,632314,2018,rapid,49000,бензин,1.6,mt,хетчбэк,передний,90,не битый
5278,ваз,65000,2000,2110,300000,бензин,1.5,mt,седан,передний,79,не битый
5279,mazda,155000,1998,familia,230000,бензин,1.5,at,универсал,передний,130,не битый
5280,volkswagen,675000,2016,polo,46543,бензин,1.6,at,седан,передний,110,не битый
5281,volkswagen,579000,2014,polo,65792,бензин,1.6,at,седан,передний,105,не битый
5282,ваз,120000,2008,2114 samara,133000,бензин,1.6,mt,хетчбэк,передний,90,не битый
5283,toyota,280000,2001,aristo,139000,бензин,3.0,at,седан,задний,225,не битый
5284,chery,720000,2017,tiggo 5,91000,бензин,2.0,cvt,внедорожник,передний,136,не битый
5285,opel,330000,2012,astra,117000,бензин,1.6,mt,хетчбэк,передний,115,не битый
5286,renault,519000,2016,logan,38028,бензин,1.6,mt,седан,передний,82,не битый
5287,bmw,1090000,2013,3 серия,127000,дизель,2.0,at,седан,задний,184,не битый
5288,mitsubishi,1039000,2017,asx,21000,бензин,1.6,mt,внедорожник,передний,117,не битый
5289,lada,380000,2016,kalina,54000,бензин,1.6,mt,хетчбэк,передний,87,не битый
5290,ваз,30000,1985,2108,10000,бензин,1.5,mt,хетчбэк,передний,70,не битый
5291,renault,579000,2017,logan,44330,бензин,1.6,at,седан,передний,102,не битый
5292,lada,158000,2011,priora,110000,бензин,1.6,mt,хетчбэк,передний,98,не битый
5293,nissan,800000,2013,qashqai,102000,бензин,2.0,cvt,внедорожник,полный,141,не битый
5294,renault,505000,2016,logan,46489,бензин,1.6,mt,седан,передний,82,не битый
5295,hyundai,497000,2016,solaris,107575,бензин,1.4,at,седан,передний,107,не битый
5296,lada,750000,2020,vesta,12000,бензин,1.6,mt,универсал,передний,106,не битый
5297,hyundai,699999,2017,solaris,49000,бензин,1.4,at,седан,передний,99,не битый
5298,ваз,56000,1997,2104,50000,бензин,1.5,mt,универсал,задний,72,не битый
5299,volkswagen,569000,2014,polo,72473,бензин,1.6,at,седан,передний,105,не битый
5300,ваз,40000,1994,2109,327900,бензин,1.5,mt,хетчбэк,передний,72,не битый
5301,renault,495000,2016,logan,64617,бензин,1.6,mt,седан,передний,82,не битый
5302,toyota,790000,2011,camry,237000,бензин,3.5,at,седан,передний,277,не битый
5303,hyundai,270000,2007,getz,146000,бензин,1.4,mt,хетчбэк,передний,97,не битый
5304,toyota,1830000,2019,camry,15000,бензин,2.5,at,седан,передний,181,не битый
5305,daewoo,99000,2011,nexia,149000,бензин,1.6,mt,седан,передний,109,не битый
5306,mercedes,2300000,2013,-benz m-класс,95233,бензин,3.5,at,внедорожник,полный,306,не битый
5307,daewoo,75000,2006,nexia,174000,бензин,1.5,mt,седан,передний,85,не битый
5308,daewoo,85000,2006,matiz,76000,бензин,0.8,mt,хетчбэк,передний,52,не битый
5309,renault,505000,2014,duster,100100,бензин,1.6,mt,внедорожник,передний,102,не битый
5310,nissan,80000,1998,primera,330000,бензин,1.6,mt,седан,передний,90,не битый
5311,volkswagen,425000,2011,polo,181800,бензин,1.6,mt,седан,передний,105,не битый
5312,land,699900,2005,rover range rover sport,234000,бензин,4.2,at,внедорожник,полный,390,не битый
5313,skoda,820000,2019,rapid,25000,бензин,1.6,mt,хетчбэк,передний,110,не битый
5314,ваз,45000,1995,21099,150000,бензин,1.5,mt,седан,передний,70,не битый
5315,bmw,1770000,2016,3 серия gt,71149,дизель,2.0,at,хетчбэк,полный,190,не битый
5316,lifan,150000,2011,solano,148000,бензин,1.6,mt,седан,передний,106,не битый
5317,toyota,780000,2009,camry,190000,бензин,2.4,at,седан,передний,167,не битый
5318,kia,474900,2011,cee'd,137100,бензин,1.6,at,хетчбэк,передний,122,не битый
5319,газ,30000,1995,31029 волга,222000,бензин,2.4,mt,седан,задний,90,не битый
5320,ваз,30000,1977,2106,45000,бензин,1.3,mt,седан,задний,69,не битый
5321,skoda,620000,2012,yeti,77800,бензин,1.4,mt,внедорожник,передний,122,не битый
5322,mazda,570000,2011,3,156000,бензин,1.6,at,хетчбэк,передний,105,не битый
5323,ваз,68000,2006,2114 samara,156000,бензин,1.5,mt,хетчбэк,передний,77,не битый
5324,ford,325000,2008,focus,134000,бензин,1.6,mt,седан,передний,100,не битый
5325,газ,95000,2006,31105 волга,153000,бензин,2.4,mt,седан,задний,137,не битый
5326,mercedes,550000,2005,-benz m-класс,306000,бензин,3.5,at,внедорожник,полный,272,не битый
5327,mazda,420000,2008,bt-50,155000,дизель,2.5,mt,пикап,полный,143,не битый
5328,ford,549500,2011,c-max,119000,дизель,2.0,amt,минивэн,передний,140,не битый
5329,hyundai,1225000,2013,santa fe,80000,бензин,2.4,at,внедорожник,полный,175,не битый
5330,уаз,599000,2016,patriot,33000,бензин,2.7,mt,внедорожник,полный,135,не битый
5331,daewoo,130000,2010,matiz,61939,бензин,0.8,mt,хетчбэк,передний,52,не битый
5332,ford,570000,2012,focus,128206,бензин,2.0,mt,хетчбэк,передний,150,не битый
5333,suzuki,440000,2008,sx4,152655,бензин,1.6,at,седан,передний,106,не битый
5334,toyota,535000,2007,avensis,251087,бензин,1.8,mt,седан,передний,129,не битый
5335,renault,740000,2015,duster,110522,бензин,2.0,at,внедорожник,полный,143,не битый
5336,nissan,1290000,2017,qashqai,60477,бензин,2.0,cvt,внедорожник,полный,144,не битый
5337,nissan,690000,2014,sentra,92679,бензин,1.6,mt,седан,передний,117,не битый
5338,renault,410000,2014,sandero,20277,бензин,1.4,mt,хетчбэк,передний,75,не битый
5339,toyota,110000,1992,corolla,366000,бензин,1.5,at,седан,передний,105,не битый
5340,chevrolet,429000,2012,cruze,115000,бензин,1.6,mt,седан,передний,109,не битый
5341,lifan,450000,2017,solano,70000,бензин,1.5,mt,седан,передний,100,не битый
5342,chevrolet,325000,2013,niva,106000,бензин,1.7,mt,внедорожник,полный,80,не битый
5343,hyundai,849000,2018,solaris,51000,бензин,1.6,at,седан,передний,123,не битый
5344,mitsubishi,277000,2007,lancer,165000,бензин,1.6,mt,седан,передний,98,не битый
5345,skoda,499000,2017,rapid,83000,бензин,1.6,mt,хетчбэк,передний,90,не битый
5346,газ,390000,2004,ель 2747,200000,бензин,2.9,mt,фургон,задний,96,не битый
5347,bmw,1610000,2013,x6,120000,бензин,3.0,at,внедорожник,полный,306,не битый
5348,renault,680000,2015,duster,104000,дизель,1.5,mt,внедорожник,полный,90,не битый
5349,lada,295000,2016,granta,65835,бензин,1.6,mt,седан,передний,87,не битый
5350,hyundai,215000,2008,accent,176490,бензин,1.5,mt,седан,передний,102,не битый
5351,chevrolet,110000,2006,lanos,133543,бензин,1.5,mt,седан,передний,86,не битый
5352,nissan,765000,2013,x-trail,173707,бензин,2.0,cvt,внедорожник,полный,141,не битый
5353,lada,145000,2010,kalina,164588,бензин,1.6,mt,седан,передний,81,не битый
5354,volkswagen,850000,2008,touareg,200000,дизель,3.0,at,внедорожник,полный,240,не битый
5355,honda,90000,1992,civic ferio,269000,бензин,1.5,at,седан,передний,100,не битый
5356,opel,370000,2011,astra,105000,бензин,1.6,mt,седан,передний,115,не битый
5357,renault,620000,2013,duster,79000,бензин,2.0,mt,внедорожник,полный,135,не битый
5358,nissan,1390000,2019,qashqai,16550,бензин,2.0,mt,внедорожник,передний,144,не битый
5359,lada,173000,2012,kalina,119000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5360,nissan,520000,2013,note,105029,бензин,1.2,cvt,хетчбэк,передний,98,не битый
5361,nissan,329000,2013,almera,130363,бензин,1.6,mt,седан,передний,102,не битый
5362,ваз,30000,1993,2105,54999,бензин,1.5,mt,седан,задний,71,не битый
5363,volkswagen,680000,2012,passat cc,120000,бензин,1.8,mt,седан,передний,152,не битый
5364,газ,90000,2003,соболь 2217,250000,бензин,2.3,mt,микроавтобус,задний,98,не битый
5365,lada,550000,2018,xray,36000,бензин,1.6,mt,хетчбэк,передний,106,не битый
5366,lada,245000,2013,priora,122000,бензин,1.6,mt,седан,передний,98,не битый
5367,renault,280000,2004,laguna,250000,бензин,1.8,mt,универсал,передний,120,не битый
5368,lada,180000,2013,granta,220000,бензин,1.6,mt,седан,передний,98,не битый
5369,volkswagen,1850000,2018,tiguan,43000,бензин,2.0,amt,внедорожник,полный,180,не битый
5370,toyota,500000,2010,corolla,230000,бензин,1.6,mt,седан,передний,124,не битый
5371,ваз,89000,2006,2114 samara,121421,бензин,1.5,mt,хетчбэк,передний,77,не битый
5372,renault,445000,2012,megane,91400,бензин,1.6,at,хетчбэк,передний,106,не битый
5373,nissan,499000,2007,qashqai,150000,бензин,2.0,cvt,внедорожник,полный,141,не битый
5374,chevrolet,299000,2011,lacetti,119000,бензин,1.4,mt,хетчбэк,передний,94,не битый
5375,toyota,1250000,2013,hilux,210000,дизель,2.5,mt,пикап,полный,144,не битый
5376,mitsubishi,140000,1994,delica,350000,дизель,2.5,mt,минивэн,задний,105,не битый
